Type,Family,Common,Genus,BLH,BLTVA,BCTV,BarCode,Query,Organism,Sequences,Date,Time,Region,Site,HostPlant,Year
Mustard,Brassicaceae,Flixweed,Descurainia,211,0,1,ITS,bc1153--bc1155,Descurainia sophia,615,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Mustard,Brassicaceae,Flixweed,Descurainia,405,1,0,trnF,bc1120--bc1143,Descurainia sophia,13,"Friday, June 12, 2020",Early June,Paterson,J,Tumble mustard,2020
Mustard,Brassicaceae,Flixweed,Descurainia,405,1,0,ITS,bc1135--bc1171,Descurainia sophia,837,"Friday, June 12, 2020",Early June,Paterson,J,Tumble mustard,2020
Mustard,Brassicaceae,unknown,Pseudofortuynia,8,1,0,trnF,bc1103--bc1111,Pseudofortuynia leucoclada,859,"Wednesday, April 22, 2020",Late April,Pasco,WSU,Tumble mustard,2020
Mustard,Brassicaceae,unknown,Pseudofortuynia,9,0,0,trnF,bc1103--bc1112,Pseudofortuynia leucoclada,267,"Wednesday, April 22, 2020",Late April,Pasco,WSU,Tumble mustard,2020
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,8,1,0,trnF,bc1103--bc1111,Sisymbrium altissimum,55,"Wednesday, April 22, 2020",Late April,Pasco,WSU,Tumble mustard,2020
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,9,0,0,trnF,bc1103--bc1112,Sisymbrium altissimum,45,"Wednesday, April 22, 2020",Late April,Pasco,WSU,Tumble mustard,2020
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,19,0,0,ITS,bc1140--bc1150,Sisymbrium altissimum,4,"Monday, May 18, 2020",Late May,Moxee,A,Tumble mustard,2020
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,182,1,1,trnF,bc1107--bc1114,Sisymbrium altissimum,27,"Wednesday, May 27, 2020",Late May,Pasco,N,Tumble mustard,2020
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,182,1,1,ITS,bc1152--bc1189,Sisymbrium altissimum,10,"Wednesday, May 27, 2020",Late May,Pasco,N,Tumble mustard,2020
Mustard,Brassicaceae,Tall mustard,Sisymbrium,211,0,1,ITS,bc1153--bc1155,Sisymbrium loeselii,3,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Nightshade,Solanaceae,Goji,Lycium,22,0,0,trnF,bc1105--bc1110,Lycium chinense,5,"Monday, May 18, 2020",Late May,Moxee,A,Tumble mustard,2020
Nightshade,Solanaceae,Nightshade,Solanum,22,0,0,trnF,bc1105--bc1110,Solanum gourlayi,8,"Monday, May 18, 2020",Late May,Moxee,A,Tumble mustard,2020
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,8,1,0,ITS,bc1150--bc1170,Solanum pinnatisectum,5,"Wednesday, April 22, 2020",Late April,Pasco,WSU,Tumble mustard,2020
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,182,1,1,ITS,bc1152--bc1189,Solanum pinnatisectum,35,"Wednesday, May 27, 2020",Late May,Pasco,N,Tumble mustard,2020
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,201,0,0,ITS,bc1153--bc1154,Solanum pinnatisectum,9,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,211,0,1,ITS,bc1153--bc1155,Solanum pinnatisectum,379,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,22,0,0,ITS,bc1150--bc1189,Solanum pinnatisectum,7,"Monday, May 18, 2020",Late May,Moxee,A,Tumble mustard,2020
Pigweed,Amaranthaceae,Spiny Pigweed,Amaranthus,201,0,0,trnF,bc1108--bc1111,Amaranthus spinosus,17,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Potato,Solanaceae,potato,Solanum,9,0,0,trnF,bc1103--bc1112,Solanum tuberosum,49,"Wednesday, April 22, 2020",Late April,Pasco,WSU,Tumble mustard,2020
Potato,Solanaceae,potato,Solanum,19,0,0,trnF,bc1105--bc1109,Solanum tuberosum,2,"Monday, May 18, 2020",Late May,Moxee,A,Tumble mustard,2020
Potato,Solanaceae,potato,Solanum,182,1,1,trnF,bc1107--bc1114,Solanum tuberosum,92,"Wednesday, May 27, 2020",Late May,Pasco,N,Tumble mustard,2020
Potato,Solanaceae,potato,Solanum,211,0,1,trnF,bc1108--bc1112,Solanum tuberosum,16,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Potato,Solanaceae,potato,Solanum,405,1,0,trnF,bc1120--bc1143,Solanum tuberosum,3,"Friday, June 12, 2020",Early June,Paterson,J,Tumble mustard,2020
Potato,Solanaceae,potato,Solanum,22,0,0,trnF,bc1105--bc1110,Solanum tuberosum,652,"Monday, May 18, 2020",Late May,Moxee,A,Tumble mustard,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,9,0,0,ITS,bc1150--bc1171,Kali turgidum,68,"Wednesday, April 22, 2020",Late April,Pasco,WSU,Tumble mustard,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,211,0,1,ITS,bc1153--bc1155,Kali turgidum,2,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,9,0,0,trnF,bc1103--bc1112,Salsola collina,173,"Wednesday, April 22, 2020",Late April,Pasco,WSU,Tumble mustard,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,182,1,1,trnF,bc1107--bc1114,Salsola collina,2,"Wednesday, May 27, 2020",Late May,Pasco,N,Tumble mustard,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,201,0,0,trnF,bc1108--bc1111,Salsola collina,73,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,211,0,1,trnF,bc1108--bc1112,Salsola collina,47,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Shrub,Smilacaceae,Greenbriar,Smilax,211,0,1,ITS,bc1153--bc1155,Smilax aberrans,3,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Tree,Rutaceae,Cam sành,Citrus,22,0,0,trnF,bc1105--bc1110,Citrus benikoji,20,"Monday, May 18, 2020",Late May,Moxee,A,Tumble mustard,2020
Tree,Pinaceae,Mexican Mountain Pine,Pinus,19,0,0,trnF,bc1105--bc1109,Pinus hartwegii,2,"Monday, May 18, 2020",Late May,Moxee,A,Tumble mustard,2020
Tree,Fabaceae,Black Locust,Robinia,211,0,1,ITS,bc1153--bc1155,Robinia pseudoacacia,2,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Tree,Malvaceae,Linden,Tilia,201,0,0,ITS,bc1153--bc1154,Tilia cordata,58,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Tree,Malvaceae,Linden,Tilia,9,0,0,ITS,bc1150--bc1171,Tilia x,10,"Wednesday, April 22, 2020",Late April,Pasco,WSU,Tumble mustard,2020
Tree,Malvaceae,Linden,Tilia,201,0,0,ITS,bc1153--bc1154,Tilia x,2,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,9,0,0,trnF,bc1103--bc1112,Chenopodium album,9,"Wednesday, April 22, 2020",Late April,Pasco,WSU,Tumble mustard,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,9,0,0,ITS,bc1150--bc1171,Chenopodium album,2,"Wednesday, April 22, 2020",Late April,Pasco,WSU,Tumble mustard,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,182,1,1,trnF,bc1107--bc1114,Chenopodium album,10,"Wednesday, May 27, 2020",Late May,Pasco,N,Tumble mustard,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,201,0,0,trnF,bc1108--bc1111,Chenopodium album,9,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,211,0,1,ITS,bc1153--bc1155,Chenopodium album,3,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Weed,Convolvulaceae,Field bindweed,Convolvulus,201,0,0,ITS,bc1153--bc1154,Convolvulus arvensis,17,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Weed,Geraniaceae,redstem filaree,Erodium,9,0,0,ITS,bc1150--bc1171,Erodium cicutarium,2,"Wednesday, April 22, 2020",Late April,Pasco,WSU,Tumble mustard,2020
Weed,Geraniaceae,redstem filaree,Erodium,182,1,1,ITS,bc1152--bc1189,Erodium cicutarium,20,"Wednesday, May 27, 2020",Late May,Pasco,N,Tumble mustard,2020
