Type,Family,Common,Genus,BLH ,BLTVA,BCTV,Barcode,Query,Organism,Sequences,Date,Time,Region,Site,HostPlant ,Year
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,153,0,0,ITS,bc1133--bc1189,Chenopodium album,32,"Wednesday, July 31, 2019",Late July,Mattawa,RDR,Pigweed,2019
Nightshade,Solanaceae,Bittersweet Nightshade,Solanum,153,0,0,trnF,bc1110--bc1144,Solanum dulcamara,2,"Wednesday, July 31, 2019",Late July,Mattawa,RDR,Pigweed,2019
Nightshade,Solanaceae,American Black Nightshade,Solanum,153,0,0,ITS,bc1133--bc1189,Solanum nigrum/americanum,2,"Wednesday, July 31, 2019",Late July,Mattawa,RDR,Pigweed,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,153,0,0,ITS,bc1133--bc1189,Amaranthus hybridus,5,"Wednesday, July 31, 2019",Late July,Mattawa,RDR,Pigweed,2019
Potato,Solanaceae,Potato,Solanum,153,0,0,trnF,bc1110--bc1144,Solanum tuberosum,23,"Wednesday, July 31, 2019",Late July,Mattawa,RDR,Pigweed,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,153,0,0,trnF,bc1110--bc1144,Salsola komarovii,33,"Wednesday, July 31, 2019",Late July,Mattawa,RDR,Pigweed,2019
Tree,Ulmaceae,Bergman's Elm,Ulmus,153,0,0,trnF,bc1110--bc1144,Ulmus bergmanniana,90,"Wednesday, July 31, 2019",Late July,Mattawa,RDR,Pigweed,2019
Weed,Amaranthaceae,Epazote,Chenopodium,153,0,0,trnF,bc1110--bc1144,Chenopodium acuminatum,28,"Wednesday, July 31, 2019",Late July,Mattawa,RDR,Pigweed,2019
Cannabis,Cannabaceae,Cannabis,Cannabis,159,0,0,ITS,bc1123--bc1154,Cannabis sativa,3,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Crop,Asteraceae,Common Sunflower,Helianthus,159,0,0,ITS,bc1123--bc1154,Helianthus annuus,119,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,159,0,0,trnF,bc1098--bc1107,Bassia littorea,2,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,159,0,0,ITS,bc1123--bc1154,Bassia scoparia,2,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,159,0,0,ITS,bc1123--bc1154,Chenopodium album,2,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Potato,Solanaceae,Potato,Solanum,159,0,0,trnF,bc1098--bc1107,Solanum tuberosum,2,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,159,0,0,ITS,bc1123--bc1154,Kali turgidum,34,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,159,0,0,trnF,bc1098--bc1107,Salsola komarovii,11,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Tree,x,Pistachio?,Pistacia,159,0,0,ITS,bc1123--bc1154,Pistacia weinmaniifolia,10,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Tree,Rosaceae,Sweet Cherry,Prunus,159,0,0,ITS,bc1123--bc1154,Prunus avium,2,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Weed,Amaranthaceae,Epazote,Chenopodium,159,0,0,trnF,bc1098--bc1107,Chenopodium acuminatum,4,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Crop,Lamiaceae,Peppermint,Mentha,160,0,0,ITS,bc1124--bc1154,Mentha x,14,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Grass,Poaceae,Annual Ryegrass,Lolium,160,0,0,ITS,bc1124--bc1154,Lolium rigidum,2,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,160,0,0,trnF,bc1097--bc1107,Bassia littorea,3,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,160,0,0,ITS,bc1124--bc1154,Bassia scoparia,41,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,160,0,0,ITS,bc1124--bc1154,Brassica carinata,2,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Nightshade,Solanaceae,Black Nightshade,Solanum,160,0,0,trnF,bc1097--bc1107,Solanum nigrum,3,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,160,0,0,ITS,bc1124--bc1154,Solanum pinnatisectum,8,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,160,0,0,ITS,bc1124--bc1154,Amaranthus hybridus,34,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,160,0,0,ITS,bc1124--bc1154,Amaranthus hybridus,5,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,160,0,0,ITS,bc1124--bc1154,Kali turgidum,2,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,160,0,0,trnF,bc1097--bc1107,Salsola komarovii,2,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Tree,Juglandaceae,English walnut,Juglans,160,0,0,ITS,bc1124--bc1154,Juglans regia,3,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,161,0,0,ITS,bc1169--bc1178,Bassia littorea,72,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,161,0,0,ITS,bc1150--bc1173,Bassia scoparia,58,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,161,0,0,ITS,bc1150--bc1173,Chenopodium album,9,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,161,0,0,ITS,bc1150--bc1173,Brassica carinata,3,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Nightshade,Solanaceae,Black Nightshade,Solanum,161,0,0,ITS,bc1169--bc1178,Solanum nigrum,7,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Nightshade,Solanaceae,Black Nightshade,Solanum,161,0,0,ITS,bc1150--bc1173,Solanum nigrum,4,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,161,0,0,ITS,bc1150--bc1173,Solanum pinnatisectum,4,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Potato,Solanaceae,Potato,Solanum,161,0,0,ITS,bc1169--bc1178,Solanum tuberosum,6,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,161,0,0,ITS,bc1169--bc1178,Salsola komarovii,34,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Tree,Rutaceae,Bitter orange or Seville orange,Citrus,161,0,0,ITS,bc1169--bc1178,Citrus aurantium,5,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Weed,Convolvulaceae,Morning Glory,Ipomoea,161,0,0,ITS,bc1150--bc1173,Ipomoea marabensis,7,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Weed,Zygophyllaceae,Puncture Vine,Tribulus,161,0,0,ITS,bc1150--bc1173,Tribulus terrestris,12,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Crop,Polygonaceae,Common Buckwheat,Fagopyrum,162,0,0,trnF,bc1169--bc1177,Fagopyrum esculentum,69,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Crop,Polygonaceae,Common Buckwheat,Fagopyrum,162,0,0,ITS,bc1146--bc1173,Fagopyrum esculentum,35,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Crop,Asteraceae,Lettuce,Lactuca,162,0,0,trnF,bc1169--bc1177,Lactuca sativa,178,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Crop,Brassicaceae,Radish,Raphanus,162,0,0,ITS,bc1146--bc1173,Raphanus sativus,2,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,162,0,0,trnF,bc1169--bc1177,Bassia littorea,8,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,162,0,0,ITS,bc1146--bc1173,Bassia scoparia,123,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,162,0,0,ITS,bc1146--bc1173,Chenopodium album,33,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,162,0,0,ITS,bc1146--bc1173,Solanum pinnatisectum,2,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,162,0,0,trnF,bc1169--bc1177,Amaranthus blitum,13,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,162,0,0,ITS,bc1146--bc1173,Amaranthus hybridus,8,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Potato,Solanaceae,Potato,Solanum,162,0,0,ITS,bc1146--bc1173,Solanum tuberosum,2,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Potato,Solanaceae,Potato,Solanum,162,0,0,trnF,bc1169--bc1177,Solanum tuberosum,2,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,162,0,0,ITS,bc1146--bc1173,Kali turgidum,3,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,162,0,0,trnF,bc1169--bc1177,Salsola komarovii,2,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Weed,Brassicaceae,Wild cabbage/Kale,Brassica,162,0,0,ITS,bc1146--bc1173,Brassica oleracea,54,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Weed,Amaranthaceae,Epazote,Chenopodium,162,0,0,trnF,bc1169--bc1177,Chenopodium acuminatum,2,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Weed,Convolvulaceae,Field Bindweed,Convolvulus,162,0,0,ITS,bc1146--bc1173,Convolvulus arvensis,24,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Weed,Convolvulaceae,Field Bindweed,Convolvulus,162,0,0,trnF,bc1169--bc1177 ,Convolvulus arvensis,23,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Weed,Asteraceae,Prickly Lettuce,Lactuca,162,0,0,ITS,bc1146--bc1173,Lactuca serriola,40,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Weed,Asteraceae,Prickly Lettuce,Lactuca,162,0,0,ITS,bc1146--bc1173,Lactuca serriola,18,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Weed,Zygophyllaceae,Puncture Vine,Tribulus,162,0,0,ITS,bc1146--bc1173,Tribulus terrestris,8,"Thursday, August 1, 2019",Early August,Paterson,475,Kochia,2019
Crop,Cucurbitaceae,Watermelon,Citrullus,163,0,0,trnF,bc1169--bc1176,Citrullus lanatus,3,"Friday, August 2, 2019",Early August,Pasco,WSU,Kochia,2019
Crop,Asteraceae,Lettuce,Lactuca,163,0,0,trnF,bc1169--bc1176,Lactuca sativa,2,"Friday, August 2, 2019",Early August,Pasco,WSU,Kochia,2019
Crop,Brassicaceae,Radish,Raphanus,163,0,0,ITS,bc1152--bc1173,Raphanus sativus,3,"Friday, August 2, 2019",Early August,Pasco,WSU,Kochia,2019
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,163,0,0,trnF,bc1169--bc1176,Bassia littorea,8,"Friday, August 2, 2019",Early August,Pasco,WSU,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,163,0,0,ITS,bc1152--bc1173,Bassia scoparia,33,"Friday, August 2, 2019",Early August,Pasco,WSU,Kochia,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,163,0,0,ITS,bc1152--bc1173,Solanum pinnatisectum,2,"Friday, August 2, 2019",Early August,Pasco,WSU,Kochia,2019
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,163,0,0,trnF,bc1169--bc1176,Amaranthus blitum,2,"Friday, August 2, 2019",Early August,Pasco,WSU,Kochia,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,163,0,0,ITS,bc1152--bc1173,Amaranthus hybridus,6,"Friday, August 2, 2019",Early August,Pasco,WSU,Kochia,2019
Potato,Solanaceae,Potato,Solanum,163,0,0,trnF,bc1169--bc1176,Solanum tuberosum,2,"Friday, August 2, 2019",Early August,Pasco,WSU,Kochia,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,163,0,0,ITS,bc1152--bc1173 ,Kali turgidum,47,"Friday, August 2, 2019",Early August,Pasco,WSU,Kochia,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,163,0,0,trnF,bc1169--bc1176,Salsola komarovii,36,"Friday, August 2, 2019",Early August,Pasco,WSU,Kochia,2019
Tree,Betulaceae,Alpine birch,Betula,163,0,0,ITS,bc1152--bc1173,Betula nana,22,"Friday, August 2, 2019",Early August,Pasco,WSU,Kochia,2019
Weed,Asteraceae,Fleabane,Erigeron,163,0,0,ITS,bc1152--bc1173,Erigeron strigosus,4,"Friday, August 2, 2019",Early August,Pasco,WSU,Kochia,2019
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,164,0,0,trnF,bc1110--bc1169,Bassia littorea,26,"Friday, August 2, 2019",Early August,Pasco,WSU,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,164,0,0,ITS,bc1153--bc1173,Bassia scoparia,68,"Friday, August 2, 2019",Early August,Pasco,WSU,Kochia,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,164,0,0,ITS,bc1153--bc1173,Amaranthus hybridus,3,"Friday, August 2, 2019",Early August,Pasco,WSU,Kochia,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,164,0,0,ITS,bc1153--bc1173,Kali turgidum,144,"Friday, August 2, 2019",Early August,Pasco,WSU,Kochia,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,164,0,0,trnF,bc1110--bc1169,Salsola komarovii,100,"Friday, August 2, 2019",Early August,Pasco,WSU,Kochia,2019
Crop,Cucurbitaceae,Cucumber,Cucumis,166,0,0,ITS,bc1135--bc1140,Cucumis sativus,3,"Friday, August 2, 2019",Early August,Pasco,WSU,Pigweed,2019
Crop,Fabaceae,Alfalfa,Medicago,166,0,0,ITS,bc1135--bc1140,Medicago sativa,2,"Friday, August 2, 2019",Early August,Pasco,WSU,Pigweed,2019
Grass,Poaceae,Perennial Ryegrass,Lolium,166,0,0,ITS,bc1135--bc1140,Lolium perenne,4,"Friday, August 2, 2019",Early August,Pasco,WSU,Pigweed,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,166,0,0,ITS,bc1135--bc1140,Brassica carinata,8,"Friday, August 2, 2019",Early August,Pasco,WSU,Pigweed,2019
Nightshade,Solanaceae,Bittersweet Nightshade,Solanum,166,0,0,trnF,bc1144--bc1176,Solanum dulcamara,18,"Friday, August 2, 2019",Early August,Pasco,WSU,Pigweed,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,166,0,0,ITS,bc1135--bc1140,Solanum pinnatisectum,29,"Friday, August 2, 2019",Early August,Pasco,WSU,Pigweed,2019
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,166,0,0,trnF,bc1144--bc1176,Amaranthus blitum,14,"Friday, August 2, 2019",Early August,Pasco,WSU,Pigweed,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,166,0,0,ITS,bc1134--bc1189,Amaranthus hybridus,11,"Friday, August 2, 2019",Early August,Pasco,WSU,Pigweed,2019
Pigweed,Amaranthaceae,Slender amaranth or Green amaranth,Amaranthus,166,0,0,trnF,bc1144--bc1176,Amaranthus viridis,2,"Friday, August 2, 2019",Early August,Pasco,WSU,Pigweed,2019
Potato,Solanaceae,Potato,Solanum,166,0,0,trnF,bc1144--bc1176,Solanum tuberosum,11,"Friday, August 2, 2019",Early August,Pasco,WSU,Pigweed,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,166,0,0,ITS,bc1134--bc1189,Kali turgidum,7,"Friday, August 2, 2019",Early August,Pasco,WSU,Pigweed,2019
Tree,Rosaceae,Pear,Pyrus,166,0,0,ITS,bc1135--bc1140,Pyrus communis,23,"Friday, August 2, 2019",Early August,Pasco,WSU,Pigweed,2019
Crop,Fabaceae,Alfalfa,Medicago,167,0,0,ITS,bc1158--bc1173,Medicago sativa,4,"Friday, August 2, 2019",Early August,Pasco,413,Russian thistle,2019
Crop,Rosaceae,Blackberry,Rubus,167,0,0,ITS,bc1158--bc1173,Rubus allegheniensis,2,"Friday, August 2, 2019",Early August,Pasco,413,Russian thistle,2019
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,167,0,0,trnF,bc1109--bc1169,Bassia littorea,2,"Friday, August 2, 2019",Early August,Pasco,413,Russian thistle,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,167,0,0,ITS,bc1158--bc1173,Bassia scoparia,3,"Friday, August 2, 2019",Early August,Pasco,413,Russian thistle,2019
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,167,0,0,ITS,bc1158--bc1173,Chenopodium album,4,"Friday, August 2, 2019",Early August,Pasco,413,Russian thistle,2019
Mustard,Brassicaceae,"Blue, Purple or Musk Mustard",Chorispora,167,0,0,ITS,bc1158--bc1173,Chorispora tenella,6,"Friday, August 2, 2019",Early August,Pasco,413,Russian thistle,2019
Mustard,Brassicaceae,Tumble Mustard,Sisymbrium altissimum,167,0,0,ITS,bc1158--bc1173,Sisymbrium altissimum,2,"Friday, August 2, 2019",Early August,Pasco,413,Russian thistle,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,167,0,0,ITS,bc1158--bc1173,Solanum pinnatisectum,4,"Friday, August 2, 2019",Early August,Pasco,413,Russian thistle,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,167,0,0,ITS,bc1158--bc1173,Amaranthus hybridus,6,"Friday, August 2, 2019",Early August,Pasco,413,Russian thistle,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,167,0,0,ITS,bc1158--bc1173,Kali turgidum,7,"Friday, August 2, 2019",Early August,Pasco,413,Russian thistle,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,167,0,0,trnF,bc1109--bc1169,Salsola komarovii,11,"Friday, August 2, 2019",Early August,Pasco,413,Russian thistle,2019
Crop,Asteraceae,Lettuce,Lactuca,168,0,0,trnF,bc1120--bc1169,Lactuca sativa,2,"Friday, August 2, 2019",Early August,Pasco,413,Russian thistle,2019
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,168,0,0,trnF,bc1120--bc1169,Bassia littorea,6,"Friday, August 2, 2019",Early August,Pasco,413,Russian thistle,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,168,0,0,ITS,bc1157--bc1173,Bassia scoparia,6,"Friday, August 2, 2019",Early August,Pasco,413,Russian thistle,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,168,0,0,ITS,bc1157--bc1173,Brassica carinata,2,"Friday, August 2, 2019",Early August,Pasco,413,Russian thistle,2019
Nightshade,Solanaceae,Black Nightshade,Solanum,168,0,0,trnF,bc1120--bc1169,Solanum nigrum,6,"Friday, August 2, 2019",Early August,Pasco,413,Russian thistle,2019
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,168,0,0,trnF,bc1120--bc1169,Amaranthus blitum,2,"Friday, August 2, 2019",Early August,Pasco,413,Russian thistle,2019
Potato,Solanaceae,Potato,Solanum,168,0,0,trnF,bc1120--bc1169,Solanum tuberosum,14,"Friday, August 2, 2019",Early August,Pasco,413,Russian thistle,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,168,0,0,ITS,bc1157--bc1173 ,Kali turgidum,213,"Friday, August 2, 2019",Early August,Pasco,413,Russian thistle,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,168,0,0,trnF,bc1120--bc1169,Salsola komarovii,175,"Friday, August 2, 2019",Early August,Pasco,413,Russian thistle,2019
Crop,Asteraceae,Lettuce,Lactuca,169,0,0,trnF,bc1115--bc1169,Lactuca sativa,3,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Crop,Fabaceae,Alfalfa,Medicago,169,0,0,ITS,bc1156--bc1173,Medicago sativa,2,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Crop,Brassicaceae,Radish,Raphanus,169,0,0,trnF,bc1115--bc1169,Raphanus sativus,10,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,169,0,0,ITS,bc1156--bc1173,Bassia scoparia,2,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Mustard,Brassicaceae,Tumble Mustard,Sisymbrium altissimum,169,0,0,trnF,bc1115--bc1169,Sisymbrium altissimum,2,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,169,0,0,ITS,bc1156--bc1173,Solanum pinnatisectum,4,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,169,0,0,trnF,bc1115--bc1169,Amaranthus blitum,11,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,169,0,0,ITS,bc1156--bc1173,Amaranthus hybridus,2,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Potato,Solanaceae,Potato,Solanum,169,0,0,trnF,bc1115--bc1169,Solanum tuberosum,12,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,169,0,0,ITS,bc1156--bc1173,Kali turgidum,42,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,169,0,0,trnF,bc1115--bc1169,Salsola komarovii,114,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Weed,Asteraceae,Horseweed,Erigeron,169,0,0,trnF,bc1115--bc1169,Erigeron canadensis,14,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Weed,Asteraceae,Fleabane,Erigeron,169,0,0,ITS,bc1156--bc1173,Erigeron strigosus,3,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Grass,Poaceae,Cottonball Bluegrass,Poa,173,0,0,trnF,bc1114--bc1169,Poa sublanata,2,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,173,0,0,ITS,bc1159--bc1173,Bassia scoparia,4,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,173,0,0,ITS,bc1159--bc1173,Solanum pinnatisectum,13,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Potato,Solanaceae,Potato,Solanum,173,0,0,trnF,bc1114--bc1169,Solanum tuberosum,12,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,173,0,0,ITS,bc1159--bc1173,Kali turgidum,47,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,173,0,0,trnF,bc1114--bc1169,Salsola komarovii,70,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Crop,Asteraceae,Lettuce,Lactuca,174,0,0,trnF,bc1113--bc1169,Lactuca sativa,2,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,174,0,0,ITS,bc1135--bc1173,Solanum pinnatisectum,2,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,174,0,0,trnF,bc1113--bc1169,Amaranthus blitum,4,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Potato,Solanaceae,Potato,Solanum,174,0,0,trnF,bc1113--bc1169,Solanum tuberosum,5,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,174,0,0,ITS,bc1135--bc1173,Kali turgidum,29,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,174,0,0,trnF,bc1113--bc1169 ,Salsola komarovii,11,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Shrub,Solanaceae,African Boxthorn,Lycium,175,0,0,trnF,bc1112--bc1169,Lycium ferocissimum,11,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Nightshade,Solanaceae,Bittersweet Nightshade,Solanum,175,0,0,trnF,bc1112--bc1169,Solanum dulcamara,8,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,175,0,0,trnF,bc1112--bc1169,Amaranthus blitum,41,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,175,0,0,ITS,bc1148--bc1173,Amaranthus hybridus,19,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
Pigweed,Amaranthaceae,Slender amaranth or Green amaranth,Amaranthus,175,0,0,trnF,bc1112--bc1169,Amaranthus viridis,9,"Friday, August 2, 2019",Early August,Pasco,WSU,Russian thistle,2019
